PDB_ID,Uniprot_Name,Ki,IC50,pKd,B_factor,Resolution,Date,Type,EC_number,Uniprot_ID,Uniprot_AC,Species,Reign,TaxId,Class,X,Y,Z,HET_CODE,MW,BSA,CHAIN,SITE_SIZE,NON_STDAA,IFP_LENGTH,ION,COF,IFP_BIT_1,IFP_BIT_2,IFP_BIT_3,IFP_BIT_4,IFP_BIT_5,IFP_BIT_6,IFP_BIT_7,IFP_BIT_8,scPDB_ID,Cavity_4A,Cavity_6A,Cavity_8A,Cavity_12A,Cluster_id,Cluster_size,Subcluster_belongership,Cluster_mean_point_sa,Cluster_tot_entries
1t0a,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,,,6.827,1.6,2004-04-08,Mutant,4.6.1.12,ISPF_SHEON,Q8EBR3,Shewanella oneidensis,Bacteria,70863,Enzyme,96.7483,-4.5308,3.7623,FPP,380.3103,99.173553719,ABC,50,0,22,,,13,0,0,6,0,3,0,0,5771,442,445,445,445,14,3,3,1t0a,15
3f0f,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,,,13.41,2.09,2008-10-24,Mutant,4.6.1.12,ISPF_BURPS,Q63T71,Burkholderia pseudomallei ,Bacteria,28450,Enzyme,-19.0084,-9.0493,36.3392,C5P,321.180641,85.2390852391,BC,33,2,14,ZN,,7,0,0,4,2,1,0,0,6563,442,550,556,556,14,3,2,3ke1,15
3f0g,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,,,8.9,2.08,2008-10-24,Mutant,4.6.1.12,ISPF_BURPS,Q63T71,Burkholderia pseudomallei ,Bacteria,28450,Enzyme,-9.4655,29.9542,-0.1865,C5P,321.180641,91.0931174089,DE,34,2,15,ZN,,7,0,0,5,2,1,0,0,6564,475,735,1022,1194,14,3,2,3ke1,15
3iew,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,,,17.833,2.1,2009-07-23,Mutant,4.6.1.12,ISPF_BURPS,Q63T71,Burkholderia pseudomallei ,Bacteria,28450,Enzyme,36.451,-37.4456,-23.3232,CDP,400.152602,82.9787234043,BC,38,1,20,ZN,,8,0,0,6,2,3,0,1,7475,384,489,563,644,14,3,2,3ke1,15
3jvh,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,,,6.512,1.69,2009-09-16,Mutant,4.6.1.12,ISPF_BURPS,Q63T71,Burkholderia pseudomallei ,Bacteria,28450,Enzyme,8.6343,-28.631,-18.7288,HHV,217.22724,87.648456057,AB,39,1,14,ZN,,10,0,0,1,1,0,1,1,7685,320,459,583,597,14,3,2,3ke1,15
3k14,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,,,10.032,1.7,2009-09-25,Mutant,4.6.1.12,ISPF_BURPS,Q63T71,Burkholderia pseudomallei ,Bacteria,28450,Enzyme,6.1586,-27.2666,-16.7741,535,210.2529,90.8629441624,AB,33,1,14,ZN,,12,0,0,1,0,0,0,1,7720,273,297,297,310,14,3,1,1u40,15
3k2x,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,,,9.354,1.85,2009-09-30,Mutant,4.6.1.12,ISPF_BURP1,Q3JRA0,Burkholderia pseudomallei ,Bacteria,320372,Enzyme,37.9669,-38.5109,-21.8595,I5A,353.11375,87.2767857143,BC,29,0,13,,,8,0,0,2,3,0,0,0,7731,293,367,445,499,14,3,2,3ke1,15
3ke1,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,,,12.844,2.05,2009-10-23,Mutant,4.6.1.12,ISPF_BURPS,Q63T71,Burkholderia pseudomallei ,Bacteria,28450,Enzyme,35.7689,-37.0136,-23.4403,829,347.32598,84.30335097,BC,38,1,21,ZN,,12,0,0,5,3,0,0,1,7829,462,553,644,678,14,3,2,3ke1,15
1i52,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,,,12.171,1.5,2001-02-23,Wild_Type,2.7.7.60,ISPD_ECOLI,Q46893,Escherichia coli ,Bacteria,83333,Enzyme,50.2921,-14.2733,32.6987,CTP,483.1563,90.25635498,A,38,1,22,MG,,9,0,0,7,3,2,0,1,305,421,482,567,732,15,2,2,1vpa,4
1ini,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,,,16.713,1.82,2001-05-14,Wild_Type,2.7.7.60,ISPD_ECOLI,Q46893,Escherichia coli ,Bacteria,83333,Enzyme,51.6691,-16.2685,28.6924,CDM,519.2916,88.59438223,A,47,1,26,MG,,14,0,0,7,3,2,0,0,1463,519,641,776,847,15,2,1,1ini,4
1vpa,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,,,16.903,2.67,2004-10-14,Mutant,2.7.7.60,ISPD_THEMA,Q9X1B3,Thermotoga maritima,Bacteria,2336,Enzyme,-13.4732,121.736,1.5761,CTP,483.1563,90.73993843,AB,41,1,24,MG,,10,0,0,7,3,3,0,1,4982,340,411,465,465,15,2,2,1vpa,4
2vsi,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,,,33.972,2.75,2008-04-23,Wild_Type,2.7.7.60,A5MSS9_STRPN,A5MSS9,Streptococcus pneumoniae SP23-BS72,Bacteria,406563,Enzyme,-12.2769,-14.7048,34.1166,CDF,400.152602,86.4915572233,AB,36,0,13,,,10,0,0,1,1,1,0,0,6025,354,384,405,432,15,2,2,1vpa,4
1jcx,2-dehydro-3-deoxyphosphooctonate aldolase,,,,15.675,1.8,2001-06-11,Wild_Type,2.5.1.55,KDSA_AQUAE,O66496,Aquifex aeolicus,Bacteria,63363,Enzyme,34.804,52.5837,19.3153,PAI,414.2174,91.60492537,AB,41,0,18,,,7,0,0,7,1,3,0,0,1187,482,594,651,671,17,2,2,1jcx,5
1pcw,2-dehydro-3-deoxyphosphooctonate aldolase,,,,16.22,1.85,2003-05-17,Wild_Type,2.5.1.55,KDSA_AQUAE,O66496,Aquifex aeolicus,Bacteria,63363,Enzyme,34.9261,53.0457,18.4421,H4P,354.1654,92.15975606,AB,44,0,18,,,5,0,0,8,1,4,0,0,1579,506,715,833,880,17,2,2,1jcx,5
1g7v,2-dehydro-3-deoxyphosphooctonate aldolase,,,,23.402,2.4,2000-11-14,Wild_Type,2.5.1.55,KDSA_ECOLI,P0A715,Escherichia coli ,Bacteria,83333,Enzyme,6.4197,107.5977,75.9157,PAI,414.2174,87.78068596,A,38,0,15,,,9,0,0,3,0,3,0,0,4319,462,587,621,621,17,2,1,1g7v,5
1x6u,2-dehydro-3-deoxyphosphooctonate aldolase,,,,34.724,2.7,2004-08-12,Wild_Type,2.5.1.55,KDSA_ECOLI,P0A715,Escherichia coli ,Bacteria,83333,Enzyme,5.66,-10.5764,39.1907,DO8,316.156,97.74539517,A,36,0,16,,,8,0,0,5,1,2,0,0,5066,327,418,492,614,17,2,2,1jcx,5
1yon,2-dehydropantoate 2-reductase,,,,17.731,1.95,2005-01-28,Wild_Type,1.1.1.169,PANE_ECOLI,P0A9J4,Escherichia coli ,Bacteria,83333,Enzyme,16.2044,0.7002,10.1491,APX,636.2718,85.27438544,A,47,0,20,,,12,0,0,6,2,0,0,0,2108,668,799,864,870,18,1,1,1yon,2
1yjq,2-dehydropantoate 2-reductase,,,,11.455,2.09,2005-01-15,Wild_Type,1.1.1.169,PANE_ECOLI,P0A9J4,Escherichia coli ,Bacteria,83333,Enzyme,19.5273,2.9105,7.8174,NAP,741.3891,80.76353708,A,51,0,27,,,20,0,0,5,1,1,0,0,2799,992,1194,1262,1279,18,1,1,1yon,2
2ekp,2-deoxy-D-gluconate 3-dehydrogenase,,,,4.612,1.15,2007-03-23,Wild_Type,1.1.1.125,Q53W82_THET8,Q53W82,Thermus thermophilus ,Bacteria,300852,Enzyme,43.8844,17.9527,77.4974,NAD,662.4172,93.0192238769,A,64,0,34,,,21,0,0,8,5,0,0,0,47,735,948,1090,1154,,,,,
2gru,2-deoxy-scyllo-inosose synthase,,,,10.112,2.15,2006-04-25,Wild_Type,4.2.3.,DOIS_BACCI,Q9S5E2,Bacillus circulans,Bacteria,1397,Enzyme,11.1217,18.0008,-25.1755,CAK,257.155,92.644599272,AB,34,2,15,CO,NAD,6,0,0,4,2,2,0,1,3132,232,263,273,334,,,,,
2rht,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase",,,,9.399,1.7,2007-10-09,Mutant,3.7.1.8,BPHD_BURXL,P47229,Burkholderia xenovorans ,Bacteria,266265,Enzyme,0.1609,14.4464,-17.3962,C1E,251.643,97.9264746301,A,44,0,21,,,15,0,1,5,0,0,0,0,857,270,371,401,462,,,,,
2wue,"2-hydroxy-6-phenylhexa-2,4-dienoic acid hydrolase",,,,14.467,1.8,2009-10-02,Mutant,3.7.1.8,P96851_MYCTU,P96851,Mycobacterium tuberculosis,Bacteria,1773,Enzyme,11.6225,-40.6886,9.1624,KEK,293.72226,92.0696324952,B,45,0,20,,,14,0,1,4,0,1,0,0,7147,347,384,401,462,1378,1,1,2wuf,3
2wuf,"2-hydroxy-6-phenylhexa-2,4-dienoic acid hydrolase",,,,16.609,1.9,2009-10-02,Mutant,3.7.1.8,P96851_MYCTU,P96851,Mycobacterium tuberculosis,Bacteria,1773,Enzyme,12.4036,-40.6768,7.4747,KEM,349.3982,89.3155258765,B,48,0,19,,,16,0,0,2,0,1,0,0,7148,425,472,482,529,1378,1,1,2wuf,3
2wug,"2-hydroxy-6-phenylhexa-2,4-dienoic acid hydrolase",,,,10.276,1.8,2009-10-02,Mutant,3.7.1.8,P96851_MYCTU,P96851,Mycobacterium tuberculosis,Bacteria,1773,Enzyme,-9.6991,-18.8243,35.3267,HPK,217.19746,93.7915742794,A,39,0,22,,,14,0,0,6,0,2,0,0,7149,351,489,573,722,1378,1,1,2wuf,3
2imf,2-hydroxychromene-2-carboxylate isomerase,,,,7.76,1.3,2006-10-04,Wild_Type,2.5.1.18,NAHD_PSEPU,Q51948,Pseudomonas putida,Bacteria,303,Enzyme,30.6075,39.8061,33.024,GSH,306.316,83.2695196065,A,35,0,18,,,12,0,0,3,2,0,1,0,120,533,769,887,1012,,,,,
1v1a,2-keto-3-deoxy-gluconate kinase,,,,29.215,2.1,2004-04-12,Wild_Type,No_EC,Q53W83_THET8,Q53W83,Thermus thermophilus ,Bacteria,300852,No Enzyme,24.8405,24.1002,66.6757,ADP,425.1852,89.9305555556,B,46,0,13,,,11,0,0,1,1,0,0,0,5814,567,745,847,934,,,,,
3gmb,2-methyl-3-hydroxypyridine-5-carboxylic acid oxygenase,,,,8.838,2.1,2009-03-13,Mutant,No_EC,Q988D3_RHILO,Q988D3,Rhizobium loti ,Bacteria,381,No Enzyme,18.5458,25.3599,15.9487,FAD,786.557682,91.3043478261,A,78,0,36,,,23,0,0,9,3,1,0,0,7016,570,573,573,573,,,,,
2bff,2-oxoisovalerate dehydrogenase subunit alpha,,,,4.501,1.46,2004-12-06,Mutant,1.2.4.4,ODBA_HUMAN,P12694,Homo sapiens ,Eukaryota,9606,Enzyme,74.137,2.3415,8.3437,TZD,438.29,75.41591554,AB,37,1,19,MN,,7,1,0,7,1,2,0,1,254,401,502,573,621,19,1,1,2bev,10
2bew,2-oxoisovalerate dehydrogenase subunit alpha,,,,10.346,1.79,2004-11-30,Wild_Type,1.2.4.4,ODBA_HUMAN,P12694,Homo sapiens ,Eukaryota,9606,Enzyme,75.0614,3.1523,7.6513,THW,529.42,77.42681237,AB,43,1,26,MN,,12,1,1,8,1,2,0,1,1081,519,594,675,725,19,1,1,2bev,10
2bev,2-oxoisovalerate dehydrogenase subunit alpha,,,,4.912,1.8,2004-11-30,Wild_Type,1.2.4.4,ODBA_HUMAN,P12694,Homo sapiens ,Eukaryota,9606,Enzyme,75.1279,3.2717,7.6044,THY,509.431,77.5896413,AB,43,1,26,MN,,12,0,1,8,1,3,0,1,1322,513,590,641,671,19,1,1,2bev,10
1wci,2-oxoisovalerate dehydrogenase subunit alpha,,,,7.377,1.84,2004-11-16,Wild_Type,1.2.4.4,ODBA_HUMAN,P12694,Homo sapiens ,Eukaryota,9606,Enzyme,75.2378,3.3092,7.5897,WWF,509.431,77.41711506,AB,43,1,25,MN,,11,0,1,8,1,3,0,1,1484,513,587,668,702,19,1,1,2bev,10
2j9f,2-oxoisovalerate dehydrogenase subunit alpha,,,,6.232,1.88,2006-11-07,Wild_Type,1.2.4.4,ODBA_HUMAN,P12694,Homo sapiens ,Eukaryota,9606,Enzyme,34.2161,66.8359,19.0016,THV,495.404,98.66159258,ABD,60,1,33,MN,,16,1,1,10,1,3,0,1,1609,408,492,556,627,19,1,1,2bev,10
1umd,2-oxoisovalerate dehydrogenase subunit alpha,,,,6.559,1.9,2003-09-25,Wild_Type,1.2.4.4,ODBA_THET8,Q5SLR4,Thermus thermophilus ,Bacteria,300852,Enzyme,30.9886,49.4552,83.6532,TDP_COI,507.415,99.26372968,BCDA,59,1,32,MG,,18,1,1,8,1,2,0,1,1941,405,492,553,580,19,1,1,2bev,10
1olu,2-oxoisovalerate dehydrogenase subunit alpha,,,,9.937,1.9,2003-08-15,Mutant,1.2.4.4,ODBA_HUMAN,P12694,Homo sapiens ,Eukaryota,9606,Enzyme,74.0544,2.2812,8.2737,TDP,423.299,73.03410673,AB,33,1,16,MG,,6,0,0,6,1,2,0,1,1943,523,624,702,715,19,1,1,2bev,10
1umb,2-oxoisovalerate dehydrogenase subunit alpha,,,,9.767,2.1,2003-09-25,Wild_Type,1.2.4.4,ODBA_THET8,Q5SLR4,Thermus thermophilus ,Bacteria,300852,Enzyme,31.6852,49.9569,82.2751,TDP,423.299,97.92647861,BCDA,53,1,26,MG,,13,1,1,7,1,2,0,1,2964,303,428,513,563,19,1,1,2bev,10
1qs0,2-oxoisovalerate dehydrogenase subunit alpha,,,,9.638,2.4,1999-06-24,Mutant,1.2.4.4,ODBA_PSEPU,P09060,Pseudomonas putida,Bacteria,303,Enzyme,-6.8679,-13.2524,105.8852,TDP,423.299,71.61766237,AB,35,1,18,MG,,7,1,0,6,1,2,0,1,4313,411,550,675,708,19,1,1,2bev,10
2beu,2-oxoisovalerate dehydrogenase subunit alpha,,,,7.627,1.89,2004-11-30,Wild_Type,1.2.4.4,ODBA_HUMAN,P12694,Homo sapiens ,Eukaryota,9606,Enzyme,75.1884,3.1598,7.7717,THV,496.412,77.7622377622,AB,43,1,25,MN,,10,0,1,9,1,3,0,1,5841,479,553,627,671,19,1,1,2bev,10
1mo9,"2-oxopropyl-CoM reductase, carboxylating",,,,8.588,1.65,2002-09-08,Wild_Type,1.8.1.5,XECC_XANP2,Q56839,Xanthobacter autotrophicus ,Bacteria,78245,Enzyme,64.2059,-12.9778,27.2543,FAD,785.5497,97.0532319392,AB,79,0,39,,,28,0,0,7,4,0,0,0,5773,664,732,850,1036,,,,,
2jla,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,,,,8.636,2.81,2008-09-05,Wild_Type,2.2.1.9,MEND_ECOLI,P17109,Escherichia coli ,Bacteria,83333,Enzyme,23.1234,-15.9644,-10.3282,TPP,422.290562,97.6152623211,AB,62,0,23,,,14,0,1,7,1,0,0,0,6300,411,428,455,489,1182,2,1,2jla,2
3hww,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,,,,19.981,1.95,2009-06-19,Mutant,2.2.1.9,MEND_ECOLI,P17109,Escherichia coli ,Bacteria,83333,Enzyme,-43.3033,2.5571,12.7781,AKG,144.08226,82.2950819672,A,27,1,10,MG,,5,0,0,3,0,1,0,1,7347,199,303,337,337,1182,2,2,3hww,2
1m0q,"2,2-dialkylglycine decarboxylase",,,,14.095,2,2002-06-13,Mutant,4.1.1.64,DGDA_BURCE,P16932,Burkholderia cepacia ,Bacteria,292,Enzyme,16.9278,51.0124,17.0929,EPC,352.1743,85.1729903,A,36,0,19,,,11,0,0,6,0,2,0,0,2449,489,695,830,1042,11,1,1,1d7u,7
1d7u,"2,2-dialkylglycine decarboxylase",,,,14.361,1.95,1999-10-19,Wild_Type,4.1.1.64,DGDA_BURCE,P16932,Burkholderia cepacia ,Bacteria,292,Enzyme,17.373,51.9644,17.2394,LCS,333.2344,82.8355342,A,37,0,13,,,10,0,0,3,0,0,0,0,2096,469,634,715,965,11,1,1,1d7u,7
1d7r,"2,2-dialkylglycine decarboxylase",,,,13.289,2,1999-10-19,Wild_Type,4.1.1.64,DGDA_BURCE,P16932,Burkholderia cepacia ,Bacteria,292,Enzyme,17.2586,51.7388,17.3849,5PA,331.2384,82.70943757,A,38,0,17,,,11,0,0,4,0,2,0,0,2376,455,648,779,985,11,1,1,1d7u,7
1d7v,"2,2-dialkylglycine decarboxylase",,,,17.456,2.8,1999-10-19,Wild_Type,4.1.1.64,DGDA_BURCE,P16932,Burkholderia cepacia ,Bacteria,292,Enzyme,17.1516,52.0298,17.5952,NMA,333.2543,84.58936054,A,40,0,18,,,10,0,0,6,0,2,0,0,5315,442,550,648,816,11,1,1,1d7u,7
1m0n,"2,2-dialkylglycine decarboxylase",,,,17.279,2.2,2002-06-13,Mutant,4.1.1.64,DGDA_BURCE,P16932,Burkholderia cepacia ,Bacteria,292,Enzyme,16.8935,51.2396,17.7963,HCP,392.2381,81.07194116,A,41,0,17,,,11,0,0,4,0,2,0,0,3267,533,759,907,1083,11,1,1,1d7u,7
1m0o,"2,2-dialkylglycine decarboxylase",,,,14.822,2.4,2002-06-13,Mutant,4.1.1.64,DGDA_BURCE,P16932,Burkholderia cepacia ,Bacteria,292,Enzyme,17.0621,52.1257,17.8844,MPM,380.2274,84.18894119,A,39,0,18,,,11,0,0,5,0,2,0,0,4236,499,658,793,945,11,1,1,1d7u,7
1m0p,"2,2-dialkylglycine decarboxylase",,,,18.442,2.6,2002-06-13,Mutant,4.1.1.64,DGDA_BURCE,P16932,Burkholderia cepacia ,Bacteria,292,Enzyme,16.8546,51.6071,18.2606,ELP,428.2702,80.79603899,A,44,0,18,,,11,1,0,4,0,2,0,0,4861,550,820,1022,1218,11,1,1,1d7u,7
1mdb,"2,3-dihydroxybenzoate-AMP ligase",,,,15.251,2.15,2002-08-07,Wild_Type,6.3.2.,DHBE_BACSU,P40871,Bacillus subtilis,Bacteria,1423,Enzyme,-1.7589,18.6512,31.3487,AMP_DBH,482.3181,98.38048374,A,59,0,24,,,14,1,1,4,3,1,0,0,3158,408,502,563,594,,,,,
1s20,"2,3-diketo-L-gulonate reductase",,,,7.683,2.2,2004-01-07,Mutant,1.1.1.130,DLGD_ECOLI,P37672,Escherichia coli ,Bacteria,83333,Enzyme,85.3264,37.051,51.114,NAD,662.4172,89.72008899,AB,61,0,21,,,11,0,0,6,2,2,0,0,3281,604,607,607,607,,,,,
1kgq,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",,,,8.016,2,2001-11-28,Wild_Type,2.3.1.117,DAPD_MYCBO,P56220,Mycobacterium bovis,Bacteria,1765,Enzyme,61.8223,88.5277,-0.6844,NPI,174.1745,52.89419498,A,17,0,9,,,5,0,0,1,1,1,1,0,2451,168,259,320,432,12,1,1,1kgq,2
3tdt,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",,,,10.877,2,1998-05-06,Wild_Type,2.3.1.117,DAPD_MYCBO,P56220,Mycobacterium bovis,Bacteria,1765,Enzyme,13.8559,5.4238,-0.5522,26P,188.158,58.46244386,A,18,1,9,,COA,5,0,0,1,1,1,1,0,2452,185,276,337,462,12,1,1,1kgq,2
1w6u,"2,4-dienoyl-CoA reductase",,,,15.654,1.75,2004-08-24,Wild_Type,1.3.1.34,DECR_HUMAN,Q16698,Homo sapiens ,Eukaryota,9606,Enzyme,3.2175,-17.404,21.1924,NAP,741.3891,86.18223731,BCD,59,0,30,,,17,0,0,9,3,1,0,0,1006,681,796,806,806,,,,,
1m9h,"2,5-diketo-D-gluconic acid reductase A",,,,11.499,2,2002-07-29,Mutant,1.1.1.274,DKGA_CORSC,P06632,Corynebacterium sp,Bacteria,268952,Enzyme,35.9558,14.028,5.2432,NAD,662.4172,87.12389127,A,59,0,32,,,18,1,2,6,5,0,0,0,2465,388,391,391,391,13,1,1,1m9h,2
1a80,"2,5-diketo-D-gluconic acid reductase A",,,,8.56,2.1,1998-03-31,Wild_Type,1.1.1.274,DKGA_CORSC,P06632,Corynebacterium sp,Bacteria,268952,Enzyme,12.019,0.4551,14.9752,NAP,741.3891,90.73044872,A,56,0,36,,,16,1,1,10,5,3,0,0,2915,702,884,965,1032,13,1,1,1m9h,2
2vou,"2,6-dihydroxypyridine hydroxylase",,,,33.534,2.6,2008-02-21,Mutant,1.14.13.10,Q93NG3_ARTNI,Q93NG3,Arthrobacter nicotinovorans,Bacteria,29320,Enzyme,36.8994,136.0283,8.5168,FAD,785.5497,90.6838839727,BC,86,0,34,,,24,0,0,7,3,0,0,0,4874,931,1201,1373,1458,,,,,
1wnl,235aa long hypothetical biotin--[acetyl-CoA-carboxylase] ligase,,,,10.651,1.6,2004-08-05,Wild_Type,6.3.4.15,O57883_PYRHO,O57883,Pyrococcus horikoshii,Archaea,53953,Enzyme,-17.2744,-9.898,-1.6211,ADP,425.1852,87.10698937,A,42,0,19,,,8,1,0,4,2,4,0,0,511,425,553,661,779,20,2,1,2zgw,4
1wqw,235aa long hypothetical biotin--[acetyl-CoA-carboxylase] ligase,,,,9.561,1.45,2004-10-04,Wild_Type,6.3.4.15,O57883_PYRHO,O57883,Pyrococcus horikoshii,Archaea,53953,Enzyme,-31.5034,26.9057,-29.9636,BT5,572.509,89.73688626,B,62,0,36,,,21,1,0,7,5,2,0,0,245,432,516,590,607,20,2,2,200000000000000000000000000000000000000000,4
2zgw,235aa long hypothetical biotin--[acetyl-CoA-carboxylase] ligase,,,,8.363,1.5,2008-01-28,Mutant,No_EC,O57883_PYRHO,O57883,Pyrococcus horikoshii,Archaea,53953,No Enzyme,-16.7058,-9.1309,-0.3359,ADN,267.2413,73.7634408602,A,31,0,13,,,8,1,0,2,2,0,0,0,5776,280,337,432,570,20,2,1,2zgw,4
1ion,245aa long hypothetical cell division inhibitor MinD,,,,15.855,2.3,2001-03-21,Mutant,No_EC,O58346_PYRHO,O58346,Pyrococcus horikoshii,Archaea,53953,No Enzyme,-21.812,35.8521,44.2331,ADP,425.1852,88.2354686,A,40,1,22,MG,,10,0,0,8,2,1,0,1,3713,266,297,317,317,,,,,
1nff,3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase,,,,7.652,1.8,2002-12-14,Mutant,1.1.1.53,HSD_MYCTU,P69167,Mycobacterium tuberculosis,Bacteria,1773,Enzyme,3.4605,40.2823,50.9829,NAD,662.4172,97.63224754,A,64,0,35,,,23,0,0,7,4,1,0,0,1195,536,540,540,560,22,3,3,1nff,3
1hdc,3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase,,,,10.493,2.2,1994-10-21,Mutant,1.1.1.53,HSD_STREX,P19992,Streptomyces exfoliatus ,Bacteria,1905,Enzyme,-13.4143,-1.5028,17.3556,CBO,568.7407,82.96533,BCD,53,0,14,,,13,0,0,1,0,0,0,0,3211,634,698,756,779,22,3,2,1hdc,3
1nfq,3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase,,,,21.233,2.4,2002-12-15,Mutant,1.1.1.53,HSD_MYCTU,P69167,Mycobacterium tuberculosis,Bacteria,1773,Enzyme,5.8368,47.527,0.8069,AE2,290.4403,85.086042065,AC,32,1,18,,NAI,17,0,0,0,1,0,0,0,5595,243,243,243,270,22,3,1,1nfq,3
1afs,3-alpha-hydroxysteroid dehydrogenase,,,,13.477,2.5,1997-03-13,Wild_Type,1.1.1.213,DIDH_RAT,P23457,Rattus norvegicus ,Eukaryota,10116,Enzyme,-19.9204,68.1645,-19.3446,TES,288.4244,81.7289667,B,31,1,10,,NAP,9,0,0,1,0,0,0,0,4475,567,884,1073,1144,23,2,1,1afs,2
1lwi,3-alpha-hydroxysteroid dehydrogenase,,,,14.346,2.7,1996-02-24,Wild_Type,1.1.1.213,DIDH_RAT,P23457,Rattus norvegicus ,Eukaryota,10116,Enzyme,-15.1344,-22.9729,51.0072,NAP,741.3891,85.0349712,A,58,0,31,,,17,1,0,6,6,1,0,0,5043,688,742,772,779,23,2,2,1lwi,2
2bt4,3-dehydroquinate dehydratase,,,,7.083,1.7,2005-05-26,Wild_Type,4.2.1.10,AROQ_STRCO,P15474,Streptomyces coelicolor,Bacteria,1902,Enzyme,-0.8158,14.3691,-25.1132,CA2,309.3343,99.29514604,GH,45,0,17,,,11,0,1,5,0,0,0,0,919,290,310,320,320,1087,1,1,2wks,2
2wks,3-dehydroquinate dehydratase,,,,25.009,2.95,2009-06-17,Wild_Type,4.2.1.10,AROQ_HELPY,Q48255,Helicobacter pylori ,Bacteria,210,Enzyme,-21.5668,8.8455,-14.0539,CB6,349.37828,99.4773519164,AE,45,0,24,,,16,1,0,5,2,0,0,0,7083,303,303,303,324,1087,1,1,2wks,2
1sg6,3-dehydroquinate synthase,,,,7.72,1.7,2004-02-23,Wild_Type,4.2.3.4,ARO1_EMENI,P07547,Emericella nidulans ,Eukaryota,162425,Enzyme,23.3402,52.4824,33.7969,NAD,662.4172,88.19152371,A,60,1,31,ZN,,18,0,0,7,6,0,0,0,920,729,870,951,982,24,3,1,3clh,5
1xah,3-dehydroquinate synthase,,,,21.814,2.2,2004-08-25,Mutant,4.2.3.4,AROB_STAAR,Q6GGU4,Staphylococcus aureus ,Bacteria,282458,Enzyme,62.3099,22.9328,14.8264,NAD,662.4172,92.70818502,AB,69,1,32,ZN,,19,0,2,7,4,0,0,0,3318,529,556,556,577,24,3,1,3clh,5
1xai,3-dehydroquinate synthase,,,,19.658,2.3,2004-08-25,Mutant,4.2.3.4,AROB_STAAR,Q6GGU4,Staphylococcus aureus ,Bacteria,282458,Enzyme,52.5076,43.8853,-14.3736,CRB,268.1578,96.77948501,AB,35,1,21,ZN,,7,0,0,6,1,6,0,1,3706,249,351,405,486,24,3,3,1xai,5
1nva,3-dehydroquinate synthase,,,,21.677,2.62,2003-02-03,Wild_Type,4.2.3.4,ARO1_EMENI,P07547,Emericella nidulans ,Eukaryota,162425,Enzyme,-38.1976,79.8074,217.8236,ADP,425.1852,86.99366818,B,40,0,18,,,10,0,0,5,3,0,0,0,4957,546,702,853,1056,24,3,2,1nva,5
3clh,3-dehydroquinate synthase,,,,11.335,2.4,2008-03-19,Wild_Type,4.2.3.4,AROB_HELPY,P56081,Helicobacter pylori ,Bacteria,210,Enzyme,20.614,-15.1855,47.4891,NAD,664.433042,90.8296943231,AB,59,1,27,ZN,,18,0,0,4,5,0,0,0,7043,607,793,857,924,24,3,1,3clh,5
1h7f,3-deoxy-manno-octulosonate cytidylyltransferase,,,,13.341,2.12,2001-07-06,Wild_Type,2.7.7.38,KPSU5_ECOLX,P42216,Escherichia coli,Bacteria,562,Enzyme,42.2787,49.4671,54.6061,C5P,322.1886,81.38508653,B,35,0,15,,,9,0,0,4,1,1,0,0,3106,384,469,506,533,25,1,1,1h7g,5
1h7g,3-deoxy-manno-octulosonate cytidylyltransferase,,,,15.363,2.13,2001-07-06,Wild_Type,2.7.7.38,KPSU5_ECOLX,P42216,Escherichia coli,Bacteria,562,Enzyme,41.5533,49.3877,55.2943,CTP,483.1563,74.95419938,B,38,1,17,MG,,8,0,0,4,1,3,0,1,3112,482,624,739,793,25,1,1,1h7g,5
1h7h,3-deoxy-manno-octulosonate cytidylyltransferase,,,,14.467,2.3,2001-07-06,Wild_Type,2.7.7.38,KPSU5_ECOLX,P42216,Escherichia coli,Bacteria,562,Enzyme,42.0566,49.4866,54.8556,CDP,404.1844,80.93562967,B,38,0,16,,,8,0,0,4,2,2,0,0,3704,340,371,371,371,25,1,1,1h7g,5
